	Unnamed: 0	ID	Title	Weight [gram/serving]	CO2-Value [gram CO2/serving]	CO2 rating	FAT	WATER	ENERC	PROT	category	category_en
65	65	4311596464074	Backofen Rösti Ecken - aus Qualitätskartoffeln	100	23.0	87.815	5.3934370168657555	72.5873719888872	488.7114259196382	1.9477833255012984	Kartoffelbeilagen &amp; Pommes Frites	Potato slices &amp; French fries
66	66	7616800818320	M-Budget Pommes Frites 3kg	100	25.0	87.866	6.743857668709245	72.8773764083807	542.6950064901426	1.8520298960198387	Kartoffelbeilagen &amp; Pommes Frites	Potato slices &amp; French fries
67	67	9120012040151	Shan´ shi - Mie Eiernudeln	100	55.0	88.177	2.2274820052225635	8.82305045144855	1350.9077706156072	10.774584600054073	Asia Nudeln	Noodles
68	68	4316268385275	BioBio - Roggenbrötchen	100	44.0	88.302	2.7551240028276363	28.473119054534504	1109.0718761808087	7.321082577980714	Brötchen zum Aufbacken	Roll for baking
69	69	4003840008188	Hitschler Bunte Schnüre	100	46.0	88.73700000000002	3.4601605477759616	13.510014691902402	1449.7685312705994	3.349352923836141	Frucht-, Weingummi &amp; Lakritz	Fruit, wine gum &amp; liquorice
70	70	7610200298218	Migros Bio Bauernmehl	100	58.0	89.619	1.5047256432444605	6.427996752339681	1448.573330534281	11.45238445579168	Mehl, Mischungen	Flour, mixtures
71	71	2400940001798	Chiabrot	59	50.0	90.248	11.8227879214283	10.0293147844675	838.9723249157463	5.336239607141493	Brot	Bread
72	72	4008577006025	Coppenrath & Wiese Mehrkornbrötchen	100	51.0	90.332	4.587360343001111	25.5883893759101	1162.9735822986195	9.129442608592964	Brötchen zum Aufbacken	Roll for baking
73	73	20364045	Grafschalter Megaburger Brötchen Classic	100	51.0	90.365	7.673495156617639	27.7572179730712	1228.1903638209085	6.616356518774433	Brötchen zum Aufbacken	Roll for baking
74	74	4311501479896	Gut & Günstig - Hamburger Buns mit Sesam	100	54.0	91.292	4.981558677481748	17.8624630007386	1244.5358591427612	8.920580920463166	Sandwichbrot, Hotdogs &amp; Hamburgerbuns	Sandwich bread, hot dogs &amp; hamburger buns
75	75	4019736000235	Zwergenwiese Streich Natur	100	88.0	92.59	38.471694928925466	45.28323054563089	1620.272852955501	6.0332877029790595	Gemüsaufstriche &amp; -salate	Vegetable Spreads &amp; Salads
76	76	4311596476107	Gut & Günstig Hamburger Buns	100	57.0	92.65	6.812580439790286	17.0945885394073	1300.7972691541377	8.445628395047954	Brötchen zum Aufbacken	Roll for baking
77	77	4311596466641	Gut & Günstig - Laugenbrezeln zum Aufbacken	100	43.0	93.204	1.9338474724890244	30.2123597198268	947.5855010791296	7.455510341539428	Brötchen zum Aufbacken	Roll for baking
78	78	4104420136809	Paprika-Chili Pastete	100	48.0	93.87	16.94552490644141	61.2317203472458	892.6096062615387	3.6408761038003523	Gemüsaufstriche &amp; -salate	Vegetable Spreads &amp; Salads
79	79	4300175452205	K Bio - Hafermalzbrötchen	100	51.0	94.287	1.7330297338034444	18.1642526661097	1132.189401368729	9.29264923920858	Brötchen zum Aufbacken	Roll for baking
80	80	7616700003949	Migros Frischback-Semmeli	100	52.0	96.623	0.9449330636870048	23.2656004812371	1100.6044668916313	10.439618535454676	Brötchen zum Aufbacken	Roll for baking
81	81	4005009105554	Couscous	100	50.0	98.606	2.0	11.2	351.0	14.03	Couscous, Bulur &amp; Co	Couscous, bulur &amp; co
82	82	80608349	Giovanni Rana Kartoffel-Gnocchi	100	18.0	99.072	0.17120050411238258	74.6128393530867	362.74644748245765	2.2277183665085625	Gnocci, Schupf- &amp; Kartoffelnudeln	Gnocci, shag &amp; potato noodles
83	83	4311596475087	Honey  Wheat - Weizenkost Mit Honig	100	54.0	99.234	1.8702351495377656	4.49563479386128	1609.793433237989	3.5349999513609203	Ceralien, weitere	Ceralien, more
84	84	4001242004197	Chio Mikrowellen Popcorn salzig	100	97.0	99.305	21.05487538759745	5.48623490808342	1803.5556759863807	13.825944225756082	Popcorn	Popcorn
85	85	4335896652573	Ziebelringe	100	93.0	99.429	28.040693652451104	9.67134278051957	1958.5330894399408	5.6350006108205575	Erdnuss- &amp; Maisflips	Peanut &amp; cornflips
86	86	7616800816333	Migros Bio Chips Nature	100	68.0	99.539	28.565566785687018	53.1690335625978	1271.7853975420505	1.3511636956351374	Kartoffelchips	Potato chips
87	87	4005009103352	Süsskartoffelchips mit Rosmarin	100	73.0	99.709	31.08745299295532	48.673176879542396	1397.1436883898846	0.8615401290138379	Kartoffelchips	Potato chips
88	88	4260348150775	Bananeira Bio Oregano Gerebelt	100	75.0	100.27	10.0	7.0	1512.0	11.0	Kräuter getrocknet	Dried herbs
89	89	4000521890001	Dr.Oetker Muffins 370 g	100	62.0	100.271	11.18252032513156	6.047556736763308	1335.3097322100505	4.335745402820836	Kuchen-, Torten- &amp; Keksbackmischungen	Cake, pie &amp; biscuit baking mixes
90	90	4008314177506	La Comtesse Marshmallow Fluff - Vanilla	100	58.0	100.529	3.5528830808441763	0.5722016862994239	1614.0996659883288	3.8912528980674312	Weitere Brotaufstriche	More spreads
91	91	4388844140523	REWE Laugenstangen zum Selbstbacke	100	47.0	101.172	0.8066397609498107	32.936500592116296	922.7413425295397	8.888324921312288	Brötchen zum Aufbacken	Roll for baking
92	92	4016249010508	Amaranth Burger	100	66.0	101.679	4.7803484970402	12.303841115332196	1318.681773367677	11.152267525144401	Amaranth &amp; Getreidebratlinge	Amaranth and cereal breadcrumbs
93	93	5411188114581	Provamel Bio Mandel Drink Natural, 1 lt	100	14.0	102.311	3.2435	94.1394523858728	154.7	1.378	Mandel- &amp; Haselnussmilch	Almond and hazelnut milk
94	94	5202390013867	Violife Creamy Cucumber & Dill	100	52.0	102.357	21.789910643913718	65.21754274533029	927.8880667443508	0.2216181618946448	Salatbeilagen &amp; Fertigsalate	Salad side dishes &amp; ready-made salads
95	95	4000540000306	Kölln Echte Kernige Haferflocken 500 g	100	79.0	102.713	7.5	8.7	1570.0	13.5	Flocken &amp; Korn, Hafer	Flakes &amp; grain, oats
96	96	9000331606101	Manner Knusper Müsli	100	86.0	102.906	16.289411296997727	5.5067937186361515	1805.7814346900643	8.870945927211302	Knuspermüsli	Knuspermüsli
97	97	4388844007390	REWE - Bio Weizenvollkorn-Toastbrot	100	57.0	102.981	3.5184412190717285	26.7146196645	1120.697243477092	9.719083924952814	Toastbrot &amp; Toasties	Toasted bread &amp; toasties
98	98	4003586000354	funny-frisch Chipsfrisch ungarisch 250 g	100	75.0	103.231	29.826238307310962	47.4485173312344	1344.005168331332	1.7841214928753883	Kartoffelchips	Potato chips
99	99	4009249022145	GOLDEN TOAST Roggenbrötchen	100	47.0	103.371	0.978680562183842	29.9187629069168	969.2943129442267	7.476456986351101	Brötchen zum Aufbacken	Roll for baking
100	100	23289956	Penny - Kartoffelknödel halb & halb	100	19.0	103.411	0.1256601249202144	72.290793944416	390.226359976713	1.8978602912424405	Kartoffelbeilagen &amp; Pommes Frites	Potato slices &amp; French fries
101	101	7613269528838	Bio Kartoffelgnocchi	100	33.0	103.44	2.378500009310913	56.99749999998961	643.425000344887	4.3425	Kartoffelbeilagen &amp; Pommes Frites	Potato slices &amp; French fries
102	102	4071800000510	Sammy's - Super Sandwich Vollkorn	100	56.0	103.479	3.3641233173938194	31.085020069201	1044.7441121877648	10.245331977333393	Sandwichbrot, Hotdogs &amp; Hamburgerbuns	Sandwich bread, hot dogs &amp; hamburger buns
103	103	42257646	Rewe Couscous Salat	100	43.0	103.558	7.807677133748902	56.563839170445796	804.0138599406642	4.659009409450419	Couscous, Bulur &amp; Co	Couscous, bulur &amp; co
104	104	4002674043259	Ostmann Kümmel ganz 35 g	100	83.0	104.543	13.7	8.6	1378.0	12.6	Gewürze	Spices
105	105	4008400102528	Ferrero - Mon Chéri	100	63.0	105.104	19.01175941020068	19.3676046178688	1227.7824681519933	0.2451559389903433	Pralinen	Pralines
106	106	22147141	Bio Basis Müsli Cerealmix	100	76.0	105.512	6.9939559356588505	10.314297056758901	1518.6963061628574	11.664920004684491	Basis- &amp; Getreidemüsli	Basic &amp; cereal muesli
107	107	8714573014044	Sate pikante Erdnuss- Würzmischung	100	131.0	107.729	31.97409155737473	5.03382727096544	2086.216776068304	17.52773523574698	Gewürzmischungen	Spice mixes
108	108	4030387044294	Sarotti No.1 Ecuador Edelbitter-Schokolade 100 g	100	59.0	108.669	10.733333375193826	3.6000000140401696	1286.33333507578	0.5333333354133578	Schokoladetafeln	chocolate bars
109	109	4018077711619	Lorenz Naturals mit Rosmarin	100	70.0	108.711	25.755086375894717	52.365492537246105	1192.9352293275979	1.6605767398325844	Kartoffelchips	Potato chips
110	110	9001466207911	Rapso - 100 Reines Rapsöl	100	196.0	108.74	89.9	0.0	3330.0	0.0	Öl	Oil
111	111	4311501342367	EDEKA Erdnusskerne geröstet & gesalzen 200 g	100	178.0	109.348	52.46836127404231	6.212867063385289	2558.9336631977826	23.073506323612005	Erdnüsse	Peanuts
112	112	4003880134212	Agrarfrost Mini Kroketten	100	34.0	109.433	6.8981768272402215	65.1581047602951	622.295974698001	1.7800643834781074	Kartoffelbeilagen &amp; Pommes Frites	Potato slices &amp; French fries
113	113	4060800182760	Lay's Sticks Bacon	100	76.0	110.484	15.349815726653327	8.47854035824321	1529.2092317804377	3.907572661428565	Kartoffelchips	Potato chips
114	114	4017100740800	Lorenz Erdnußlocken Classic	100	103.0	110.7	18.419907915169926	10.6929006739381	1762.9520240918719	13.7946151039829	Erdnuss- &amp; Maisflips	Peanut &amp; cornflips
115	115	4009268004689	Burgis Schupfnudeln	100	32.0	111.382	1.4460530815165642	55.0674510687601	627.0704069939262	3.1180395986421625	Kartoffelbeilagen &amp; Pommes Frites	Potato slices &amp; French fries
116	116	4029800130256	Columbia Lorbeerblätter	100	75.0	111.606	5.4	9.8	1571.0	9.4	Kräuter getrocknet	Dried herbs
117	117	4019736002222	Zwergenwiese Paprika-Peperoni Streich	100	95.0	111.722	27.37654563265432	43.6903237655404	1392.5290256197231	9.75927171223473	Gemüsaufstriche &amp; -salate	Vegetable Spreads &amp; Salads
118	118	4010355199997	DM-Bio Mandeldrink	100	17.0	111.767	3.4930000000000003	91.7430007539735	194.82	1.484	Mandel- &amp; Haselnussmilch	Almond and hazelnut milk
119	119	4104420134089	Alnatura Marokkanischer Burger 200g	100	63.0	112.297	3.365911017058117	0.0	1035.9366556350928	8.604188298178796	Sojabratlinge &amp; -Fleischersatz	Soy patties &amp;amp; meat substitutes
120	120	4030917004408	Sanchon Currypaste ''Madras''	100	140.0	112.485	53.56972790705138	0.0	2080.671018868411	4.249926587225591	Gewürzpasten	spice pastes
121	121	4104420052321	Alnatura Demeter Vollkorn-Salzbrezeln	100	69.0	112.584	5.291292016960214	12.6979120795261	1388.179521687298	8.087142804800148	Laugenstangen &amp; -Brezeln	Lye bars and pretzels
122	122	4014812060028	Kartoffelsalat	100	42.0	112.589	12.13323747998636	66.7241044484021	722.2038547369609	1.0419272515756557	Salatbeilagen &amp; Fertigsalate	Salad side dishes &amp; ready-made salads
123	123	4388844014923	REWE Bio Soja-Drink + Calcium	100	18.0	113.337	1.4664	89.06975505527728	186.9328530295947	3.0628	Sojamilch &amp; -drinks	Soy milk &amp;amp; drinks
124	124	8594004496249	Lagris Sojabohnen	100	151.0	113.513	18.3	8.4	1610.0	38.2	Weitere Hülsenfrüchte	Other legumes
125	125	4000539003509	Lindt Excellence mild 70 %	100	67.0	113.534	22.033333333245455	1.79999999987461	789.9999999643526	0.26666666664809097	Schokoladetafeln	chocolate bars
126	126	10066126	Alpro Soy Vanilla Ice Cream	100	35.0	115.128	5.435753023760781	66.37890848865851	565.534696158114	3.036091916213227	Speiseeis	Ice cream
127	127	4306205472120	Vegan Leben - Vegane Scheiben Würzig	100	61.0	115.803	20.31550000000227	56.5705586100284	1057.8000000335858	0.2460000000090772	Käseimitat &amp; Analogkäse	Cheese imitation &amp;amp; analog cheese
128	128	4032277005255	Veganbratstück DAS Schnitzel -bio-	100	43.0	116.46	10.524316740547006	71.10057681444141	628.7403784232339	3.206072495428806	Seitan	Wheat gluten
129	129	4388844009233	Rewe Bio Kartoffelpuffer	100	25.0	116.829	1.7854474275146168	74.5140196921316	404.71601322570785	2.593513358863468	Kartoffelbeilagen &amp; Pommes Frites	Potato slices &amp; French fries
130	130	20363031	Gebrannte Mandeln	100	103.0	117.171	18.962	4.49356860619542	1954.0224963621768	8.056000000000001	Mandeln	Almonds
131	131	4388844058019	ja! Delikatess Mayonnaise mit 80% Rapsöl	100	183.0	118.338	74.22174941334202	8.707172541295073	2835.8610467881654	1.322098617249804	Mayonnaise	Mayonnaise
132	132	4388844168008	Ja! Kroketten	100	38.0	119.841	6.996303207952906	61.02750710470021	606.0585739381322	1.8578236979371041	Kartoffelbeilagen &amp; Pommes Frites	Potato slices &amp; French fries
133	133	4009418109554	Tip Salzbrezeln	100	88.0	119.92	8.958705333051045	0.11485299025106	1554.6033952939003	9.837826507914588	Laugenstangen &amp; -Brezeln	Lye bars and pretzels
134	134	22117946	Orangeat	100	47.0	120.943	0.0	0.0666660001792212	1132.322007743941	0.0	Kandierte Früchte	CANDIED FRUITS
135	135	4001686301265	GOLDBAEREN             200 G	100	57.0	121.068	0.1723869406052943	21.149613791978897	1162.30745176735	6.284073928491344	Frucht-, Weingummi &amp; Lakritz	Fruit, wine gum &amp; liquorice
136	136	4005009103246	Dinkelpoffies	100	51.0	121.595	1.76	13.76	535.2	7.6	Flocken &amp; Korn, Dinkel	Flakes &amp;amp; grain, spelt
137	137	4260296930351	Wilmersbuger Stück Classic	100	72.0	122.105	22.422066835282088	47.090207603396394	1193.5339987371335	0.2785518390547532	Käseimitat &amp; Analogkäse	Cheese imitation &amp;amp; analog cheese
138	138	5017764900410	Kettle Veg Chips Sea Salt	100	75.0	123.212	24.78642577659121	55.3486358163902	1133.2707576217672	1.1301150047691662	Gemüse-Salzgebäck	Vegetable savoury biscuits
139	139	9002708032674	Wolf Eigold Muscherl	100	79.0	123.626	2.565	20.78	1354.85	12.495	Buchstaben-, Motiv- &amp; Suppennudeln	Letters, motifs &amp;amp; noodles
140	140	4015427303104	Filinchen Pixels Kräuter Mix	100	99.0	123.837	24.3859313678097	39.8062831753639	1646.1362634005366	6.036977735615454	Brotchips	Bread chips
141	141	4311501367322	Tortilla Chips - Hot Chili	100	95.0	124.305	17.36161857535879	10.1081450040059	1707.572743222329	5.396231374704348	Tortilla Chips	Tortilla chips
142	142	4008002547581	Barteroder Land Art Kürbis-Birnen Chutney mit kandiertem Ingwer	100	33.0	125.341	0.6198430121069657	0.0	286.2497339778937	0.4818684654980806	Gewürzpasten	spice pastes
143	143	8712100345692	Knorr Pommes Sauce	100	95.0	125.761	32.69342954617827	46.5329905628049	1409.0347391100656	0.8125807790235463	Mayonnaise	Mayonnaise
144	144	4388840102839	ja! - Stapelchips Paprika	100	102.0	125.846	25.759796167054404	12.3059242993311	1898.515600764172	0.7869867869110823	Kartoffelchips	Potato chips
145	145	4008391042100	Seitenbacher Vollkorn-Früchtemüsli	100	85.0	126.285	6.994450017613393	15.8001471880887	1434.4399056861373	10.257077937417568	Bircher- &amp; Fruchtmüsli	Bircher &amp; fruit muesli
146	146	8715700422053	Heinz salatcreme	100	67.0	126.386	23.154416401845133	67.4137085272124	947.0651047062114	0.5974096906540943	Mayonnaise	Mayonnaise
147	147	4305720050783	Grissini al rosmarino	100	98.0	127.22	11.759444196485779	3.41752782915217	1618.9909708254522	9.74664142387217	Grissini &amp; Knusperstangen	Grissini &amp;amp; crispy bars
148	148	5060042646258	Tyrrell's - Veg Crisps, Hand cooked English Crisps	100	93.0	127.857	31.718467753448177	52.1690343135387	1335.1399567088347	1.0819661086168344	Gemüse-Salzgebäck	Vegetable savoury biscuits
149	149	4058700707589	Bulgur von Kattus	100	79.0	127.882	1.8	12.8	1370.0	10.9	Couscous, Bulur &amp; Co	Couscous, bulur &amp; co
150	150	4016424364228	Knack & Back  Sonntags-Brötchen	100	67.0	128.01	2.7094925332990534	11.4588656816191	1083.7389283452142	7.473457967474038	Brötchen zum Aufbacken	Roll for baking
151	151	4311501408506	Feine Marzipan Rohmasse	100	128.0	128.378	26.945999999999998	17.5430278572071	1876.4023332294348	11.448	Rohmarzipan &amp; Persipan	Raw marzipan &amp;amp; Persipan
152	152	4334011055633	real,- Rösti küchenfertig	100	27.0	129.076	2.3944641925141306	71.9804624041718	386.15889279672143	1.8512742629674688	Kartoffelbeilagen &amp; Pommes Frites	Potato slices &amp; French fries
153	153	4000286233426	Reismehl	100	122.0	129.486	20.9	6.1	1657.0	13.4	Reismehl	Rice flour
