code,product_name,store_currency,price_per_100,match_scores
7613269771593,Cottage cheese,CHF,0.9250000000000002,1.0
7613269772958,Mozzarella,CHF,3.0,1.0
7613269779858,valflora,CHF,1.0,1.0
7613269791638,Petit pain aux fruits,CHF,2.466666666666667,0.69375
7613269858416,Chia Cookie Épeautre,CHF,4.875,0.7083333333333334
7613269872290,yogos nature,CHF,0.43,1.0
7613269879398,Skyr,CHF,0.58,1.0
7613269908289,Yaourt a la grecque,CHF,0.9199999999999999,0.5892857142857143
7613312001431,Spaghetti,CHF,1.6923076923076925,1.0
7613312001882,Pasta formaggio-spinaci,CHF,1.7714285714285714,1.0
7613312004760,Tartelettes ratatouille,CHF,1.638888888888889,0.6363636363636364
7613312005873,Aproz O2 Function Ananas-Lime,CHF,0.3,0.6590909090909091
7613312009833,Basmati,CHF,0.29,1.0
7613312009895,Pappardelle safran,CHF,0.9900000000000001,1.0
7613312010334,Filets Gourmet Rösti,CHF,1.45,1.0
7613312010617,French Dressing,CHF,0.9000000000000001,1.0
7613312010952,Cup Lovers Cake au Citron,CHF,2.0,0.6333333333333333
7613312014011,Salsa all'italiana Bolognaise,CHF,0.64,0.75
7613312015599,Coques de Meringues,CHF,3.3333333333333335,0.7777777777777778
7613312016305,Blévita Mini Paprika,CHF,2.1153846153846154,1.0
7613312020609,"Buon Gusto Lasagne Bolognese,",CHF,0.9444444444444444,0.975
7613312022818,Cerneaux de Noix Bio,CHF,2.7,0.5625
7613312023310,Rösti Fries,CHF,0.9199999999999999,1.0
7613312025406,Eimalzin,CHF,3.0,1.0
7613312028278,anchois,CHF,4.285714285714286,1.0
7613312028438,Poivre noir,CHF,2.2666666666666666,0.75
7613312028797,Eimalzin Branches,CHF,2.32,1.0
7613312030400,Saumon sauvage,CHF,3.5384615384615383,0.7142857142857143
7613312031414,Glace Ice Tea Pêche,CHF,1.0416666666666665,0.85
7613312031476,Crème Glacée au Chocolat,CHF,0.9333333333333332,0.7916666666666666
7613312032770,Quinoa mix mango,CHF,1.4000000000000001,0.7333333333333334
7613312032855,Quinoa Mix green asparagus,CHF,1.4000000000000001,0.5681818181818181
7613312032879,Quinoa Mix Pesto,CHF,1.4000000000000001,0.7333333333333334
7613312035337,ice tea unsweetened,CHF,0.2,1.0
7613312045480,PEPPERMINT LOZENGES,CHF,4.0,1.0
7613312045657,Porridge pomme-cannelle,CHF,2.0,0.6071428571428572
7613312045671,Porridge miel-vanille,CHF,0.95,0.5833333333333333
7613312046579,Condimento bianco,CHF,1.32,1.0
7613312049297,M-Quick,CHF,4.333333333333334,1.0
7613312053195,Japonais,CHF,1.1818181818181819,1.0
7613312061312,Caponata,CHF,1.9622641509433962,1.0
7613312065815,Mais Fries,CHF,8.5,0.7
7613312074251,Bâtons aux Noisettes,CHF,3.4000000000000004,0.888888888888889
7613312074299,Blévita Chia & Randen,CHF,1.5789473684210527,1.0
7613312077863,Rouleaux de Printemps aux Légumes,CHF,33.0,0.5861111111111111
7613312082010,A Tavola Bio Dressing French,CHF,0.7777777777777778,0.85
7613312091951,Plus Protein,CHF,1.1800000000000002,1.0
7613312091999,Plus Crunchy Fibre,CHF,1.0499999999999998,1.0
7613312124239,Black bean burger,CHF,1.8000000000000003,1.0
7613312124253,Red Bean Burger,CHF,1.8000000000000003,1.0
7613312137321,Raw Bar Coconut,CHF,5.428571428571429,1.0
7613312140802,Isodrink,CHF,1.3492063492063493,1.0
7613312184028,Cremisso Choc-Amande,CHF,2.0,0.9545454545454546
7613345867776,Merci,CHF,1.6,1.0
7613379088154,Coop Naturaplan Crunchy Choco,CHF,0.71,0.625
7613404013885,Oh ! high protein milk nature,CHF,0.24,0.6111111111111112
7613404014660,Spirulina Burger,CHF,2.7222222222222223,1.0
7613404016831,Délices,CHF,0.625,0.8571428571428572
7613404016855,Toast Soleil,CHF,0.5599999999999999,1.0
7613404027332,Cœur de France,CHF,1.54,0.6666666666666666
